respondent_id,lemma
3,siempre
3,a
3,través
3,de
3,el
3,aplicación
3,o
3,cuando
3,ir
3,al
3,banco
3,pues
3,siempre
3,ser
3,súper
3,fácil
3,accesible
3,y
3,como
3,que
3,entender
3,realmente
3,él
3,que
3,necesitar
3,y
3,siempre
3,buscar
3,uno
3,mejor
3,solución
3,él
3,diferenciar
3,yo
3,creer
3,por
3,su
3,humanidad
3,su
3,compromiso
3,social
3,y
3,sobre
3,todo
3,porque
3,aparte
3,de
3,profesionalidad
3,tener
3,ese
3,cercanía
3,con
3,su
3,cliente
3,entonces
3,transmitir
3,mucho
3,seguridad
3,en
3,cuanto
3,al
3,servicio
3,que
3,ofrecer
3,sobre
3,todo
3,y
3,finalmente
3,el
3,imagen
3,de
3,marca
3,yo
3,creer
3,que
3,ser
3,mucho
3,sólido
3,ya
3,ser
3,por
3,su
3,historia
3,por
3,todo
3,el
3,trayectoria
3,que
3,haber
3,pasar
3,pero
3,también
3,porque
3,buscar
3,innovación
3,desde
3,por
3,ejemplo
3,todo
3,el
3,servicio
3,que
3,facilitar
3,a
3,el
3,joven
3,de
3,hoy
3,en
3,día
3,todo
3,el
3,promoción
3,que
3,tener
3,además
3,transmitir
3,como
3,mucho
3,el
3,idea
3,de
3,colaboración
3,y
3,cercanía
3,entre
3,banco
3,y
3,su
3,cliente
3,entonces
3,yo
3,creer
3,que
3,ser
3,bastante
3,positivo
3,el
3,imagen
3,que
3,tener
4,bueno
4,yo
4,creer
4,que
4,el
4,primero
4,emoción
4,que
4,yo
4,hacer
4,sentir
4,bbva
4,ser
4,uno
4,poco
4,de
4,indiferencia
4,porque
4,al
4,final
4,no
4,tener
4,ninguno
4,relación
4,cercano
4,con
4,el
4,banco
4,por
4,así
4,decir él
4,ni
4,por
4,cuenta
4,mía
4,personal
4,ni
4,por
4,gente
4,de
4,mi
4,entorno
4,y
4,luego
4,obviamente
4,también
4,rechazo
4,pero
4,bueno
4,ya
4,mover
4,hacia
4,el
4,segundo
4,pregunta
4,yo
4,creer
4,que
4,él
4,diferenciar
4,uno
4,poco
4,en
4,el
4,que
4,sí
4,que
4,aunque
4,yo
4,no
4,tener
4,ninguno
4,participación
4,como
4,tal
4,en
4,el
4,banco
4,sí
4,que
4,ser
4,uno
4,banco
4,del
4,que
4,tener
4,constancia
4,día
4,a
4,día
4,ya
4,ser
4,por
4,publicidad
4,por
4,ese
4,por
4,el
4,boca
4,a
4,boca
4,y
4,porque
4,a
4,él
4,mejor
4,sí
4,que
4,él
4,mencionar
4,el
4,noticia
4,y
4,ya
4,el
4,último
4,pregunta
4,bueno
4,como
4,uno
4,poco
4,de
4,rechazo
4,también
4,que
4,tener
4,hacia
4,el
4,imagen
4,principalmente
4,por
4,ya
4,por
4,el
4,rechazo
4,de
4,ser
4,uno
4,banco
4,pero
4,sí
4,que
4,a
4,él
4,mejor
4,como
4,ya
4,el
4,propio
4,logo
4,de
4,el
4,marca
4,en
4,caso
4,de
4,este
4,banco
4,no
4,pensar
4,directamente
4,en
4,el
4,banco
4,sino
4,que
4,ya
4,asignar
4,bbva
4,como
4,algo
4,externo
4,al
4,propio
4,funcionamiento
4,del
4,banco
5,para
5,mi
5,caixabank
5,bueno
5,no
5,yo
5,hacer
5,sentir
5,mucho
5,cómodo
5,del
5,todo
5,porque
5,haber
5,tener
5,experiencia
5,no
5,mucho
5,positivo
5,pero
5,creer
5,que
5,tener
5,aspecto
5,que
5,él
5,diferenciar
5,con
5,otro
5,banco
5,como
5,por
5,ejemplo
5,para
5,el
5,joven
5,con
5,el
5,carnet
5,jova
5,al
5,menos
5,hasta
5,el
5,26
5,que
5,ser
5,sin
5,comisión
5,tener
5,ventaja
5,tener
5,promoción
5,y
5,poder
5,participar
5,en
5,mucho
5,cosa
5,pero
5,a
5,partir
5,de
5,el
5,26
5,hasta
5,el
5,30
5,sí
5,que
5,tú
5,cobrar
5,comisión
5,si
5,no
5,llegar
5,a
5,cumplir
5,cierto
5,requisito
5,y
5,yo
5,creer
5,que
5,el
5,imagen
5,de
5,el
5,marca
5,caixabank
5,ser
5,buen
5,pero
5,al
5,haber
5,tener
5,mala
5,experiencia
5,entonces
5,ese
5,haber
5,bajar
5,mi
5,puntuación
6,kashabang
6,hacer
6,que
6,sentar
6,que
6,ser
6,mucho
6,próximo
6,a
6,el
6,joven
6,y
6,creer
6,que
6,ser
6,algo
6,que
6,él
6,diferencia
6,de
6,el
6,otro
6,banco
6,porque
6,proporcionar
6,el
6,carnet
6,jova
6,que
6,aportar
6,mucho
6,beneficio
6,a
6,el
6,joven
6,y
6,en
6,cuanto
6,a
6,el
6,imagen
6,que
6,dar
6,por
6,experiencia
6,propio
6,yo
6,creer
6,que
6,ser
6,bastante
6,estricto
6,con
6,el
6,extranjero
6,sobre
6,todo
6,con
6,el
6,chino
6,pero
6,imagen
6,en
6,general
6,yo
6,creer
6,que
6,ser
6,uno
6,de
6,el
6,banco
6,más
6,utilizado
6,al
6,menos
6,en
6,cataluña
6,y
6,sobre
6,todo
6,por
6,joven
6,pero
6,también
6,saber
6,que
6,para
6,gente
6,mayor
6,también
7,vale
7,pues
7,caixabank
7,yo
7,parecer
7,uno
7,banco
7,como
7,cualquiera
7,otro
7,pero
7,su
7,logo
7,y
7,su
7,marca
7,personal
7,pues
7,yo
7,dar
7,el
7,sensación
7,de
7,que
7,ser
7,más
7,orientado
7,a
7,el
7,negocio
7,a
7,crear
7,lazo
7,entre
7,autónomo
7,pyme
7,como
7,que
7,no
7,yo
7,parecer
7,uno
7,banco
7,mucho
7,joven
7,que
7,decir
7,ser
7,como
7,que
7,ya
7,ir
7,ya
7,mucho
7,año
7,en
7,el
7,mercado
7,y
7,no
7,ser
7,él
7,mismo
7,que
7,decir
7,imagine
7,que
7,tener
7,otro
7,marca
7,relacionado
7,con
7,el
7,medioambiente
7,con
7,el
7,joven
7,revolu
7,también
7,con
7,ese
7,imagen
7,internacional
7,o
7,sea
7,yo
7,decir
7,que
7,caixabank
7,definitivamente
7,ser
7,uno
7,banco
7,que
7,creer
7,confianza
7,y
7,seguridad
8,pues
8,bbva
8,yo
8,transmitir
8,mucho
8,confianza
8,y
8,seguridad
8,porque
8,al
8,ser
8,uno
8,banco
8,grande
8,y
8,uno
8,de
8,el
8,principal
8,banco
8,pues
8,entonces
8,yo
8,transmitir
8,que
8,el
8,dinero
8,ser
8,seguro
8,que
8,no
8,ir
8,a
8,haber
8,problema
8,que
8,todo
8,el
8,información
8,ser
8,veraz
8,y
8,él
8,informar
8,mucho
8,bien
8,al
8,cliente
8,para
8,saber
8,qué
8,ser
8,él
8,que
8,estar
8,hacer
8,entonces
8,pues
8,haber
8,mucho
8,confianza
8,y
8,seguridad
8,en
8,ese
8,banco
8,y
8,que
8,el
8,dinero
8,ir
8,a
8,estar
8,seguro
8,ahí
8,luego
8,en
8,cuanto
8,a
8,diferencia
8,con
8,otro
8,banco
8,yo
8,personalmente
8,no
8,tener
8,ninguno
8,cuenta
8,en
8,bbva
8,pero
8,imaginar
8,que
8,él
8,diferenciar
8,según
8,el
8,producto
8,que
8,tener
8,o
8,diferente
8,condición
8,a
8,él
8,mejor
8,destacar
8,en
8,uno
8,área
8,sobre
8,otro
8,poder
8,ser
8,préstamo
8,inversión
8,cuenta
8,remunerada
8,no
8,él
8,saber
8,y
8,luego
8,para
8,el
8,último
8,parte
8,el
8,imagen
8,de
8,marca
8,pues
8,ese
8,ser
8,de
8,uno
8,marca
8,fuerte
8,establecido
8,con
8,uno
8,base
8,mucho
8,grande
8,de
8,cliente
8,ser
8,uno
8,marca
8,transparente
8,fuerte
8,que
8,transmitir
8,confianza
8,y
8,uno
8,lugar
8,mucho
8,seguro
8,y
8,tradicional
8,poder
8,tener
8,el
8,dinero
8,con
8,sucursal
8,físico
8,si
8,ocurrir
8,alguno
8,problema
8,y
8,ser
8,uno
8,de
8,el
8,principal
8,banco
8,de
8,españa
8,y
8,en
8,el
8,que
8,mucho
8,gente
8,tener
8,confianza
8,en
8,él
9,bbva
9,yo
9,hacer
9,sentir
9,sobre
9,todo
9,con
9,mucho
9,seguridad
9,es
9,decir
9,que
9,todo
9,él
9,que
9,él
9,deposito
9,estar
9,en
9,uno
9,entorno
9,seguro
9,además
9,haber
9,uno
9,gran
9,profesionalidad
9,en
9,cuanto
9,al
9,trato
9,al
9,cliente
9,en
9,cuanto
9,a
9,el
9,diferencia
9,con
9,otro
9,banco
9,yo
9,gustar
9,destacar
9,su
9,app
9,para
9,móvil
9,el
9,aplicación
9,tener
9,uno
9,formato
9,mucho
9,cómodo
9,para
9,manejar
9,y
9,sugerir
9,ese
9,sensación
9,de
9,seguridad
9,en
9,general
9,el
9,imagen
9,de
9,bbva
9,sugerir
9,uno
9,entorno
9,seguro
9,uno
9,buen
9,atención
9,al
9,cliente
9,y
9,confianza
9,en
9,su
9,labor
10,mi
10,opinión
10,sobre
10,el
10,caixa
10,ser
10,que
10,ser
10,el
10,peor
10,banco
10,bueno
10,qué
10,aspecto
10,el
10,diferencia
10,de
10,el
10,otro
10,ser
10,que
10,ser
10,el
10,más
10,grande
10,nada
10,más
10,y
10,qué
10,opina
10,de
10,el
10,imagen
10,de
10,marca
10,de
10,el
10,caixa
10,pues
10,no
10,tener
10,mucho
10,buena
10,opinión
10,sobre
11,bbva
11,pues
11,yo
11,hacer
11,sentir
11,bastante
11,indiferente
11,porque
11,él
11,único
11,que
11,saber
11,ser
11,que
11,ser
11,del
11,país
11,vasco
11,ver
11,alguno
11,noticia
11,de
11,que
11,apoyar
11,o
11,sea
11,hacer
11,inversión
11,en
11,el
11,guerra
11,armamentístico
11,no
11,yo
11,acordar
11,creer
11,que
11,el
11,de
11,ucrania
11,o
11,el
11,de
11,israel
11,ya
11,no
11,yo
11,acordar
11,pero
11,por
11,ese
11,pues
11,no
11,él
11,apoyar
11,pero
11,desde
11,siempre
11,pues
11,haber
11,oer
11,de
11,bbva
11,y
11,bueno
11,pues
11,normal
11,en
11,cuanto
11,al
11,servicio
11,bbva
11,no
11,saber
11,el
11,verdad
11,ser
11,que
11,otro
11,compañía
11,bancario
11,él
11,diferenciar
11,ya
11,que
11,no
11,él
11,haber
11,usar
11,tampoco
11,haber
11,escuchar
11,mucho
11,opinión
11,acerca
11,de
11,este
11,banco
11,y
11,en
11,cuanto
11,a
11,el
11,imagen
11,de
11,bbva
11,pues
11,creer
11,que
11,ser
11,de
11,el
11,que
11,haber
11,estar
11,en
11,españa
11,más
11,tiempo
11,si
11,ser
11,así
11,y
11,creer
11,que
11,el
11,imagen
11,ser
11,de
11,como
11,autoritario
11,tipo
11,de
11,confiable
11,no
11,de
11,que
11,ser
11,confiable
12,pues
12,caixabank
12,no
12,yo
12,hacer
12,sentir
12,nada
12,particular
12,decir
12,que
12,uno
12,sentimiento
12,intermedio
12,tener
12,respecto
12,a
12,caixabank
12,después
12,no
12,tú
12,saber
12,decir
12,cuál
12,ser
12,el
12,aspecto
12,que
12,diferenciar
12,a
12,caixabank
12,porque
12,no
12,estar
12,mucho
12,familiarizado
12,con
12,el
12,oferta
12,de
12,este
12,banco
12,y
12,a
12,nivel
12,marca
12,de
12,banco
12,sí
12,que
12,reconocer
12,que
12,tener
12,mucho
12,buen
12,imagen
12,entonces
12,decir
12,que
12,tener
12,uno
12,imagen
12,de
12,marca
12,bastante
12,buen
13,este
13,banco
13,no
13,yo
13,hacer
13,sentir
13,nada
13,porque
13,no
13,haber
13,ser
13,cliente
13,de
13,este
13,banco
13,y
13,luego
13,diferenciar
13,entre
13,banco
13,pues
13,ser
13,que
13,su
13,logo
13,ser
13,más
13,llamativo
13,que
13,el
13,otro
13,banco
13,y
13,otro
13,cosa
13,no
13,ser
13,capaz
13,de
13,decir
13,y
13,tercero
13,el
13,imagen
13,de
13,el
13,marca
13,del
13,banco
13,pues
13,no
13,haber
13,oer
13,nada
13,malo
13,sobre
13,este
13,banco
15,qué
15,tú
15,hacer
15,sentir
15,bbva
15,ser
15,sincero
15,yo
15,ser
15,usuario
15,de
15,este
15,banco
15,y
15,básicamente
15,él
15,uso
15,porque
15,mi
15,padre
15,él
15,usar
15,aunque
15,al
15,estar
15,como
15,bbva
15,durante
15,uno
15,tiempo
15,sentir
15,que
15,ser
15,uno
15,banco
15,que
15,transmitir
15,confianza
15,tener
15,uno
15,personal
15,agradable
15,y
15,estar
15,distribuido
15,por
15,todo
15,parte
15,por
15,él
15,que
15,yo
15,transmitir
15,paz
15,simpatía
15,y
15,seguridad
15,en
15,qué
15,aspecto
15,creser
15,que
15,bbva
15,él
15,diferenciar
15,de
15,otro
15,compañía
15,bancario
15,pues
15,en
15,el
15,rapidez
15,que
15,él
15,realizar
15,el
15,bitum
15,y
15,el
15,transacción
15,el
15,aplicación
15,ser
15,mucho
15,fácil
15,de
15,usar
15,y
15,además
15,en
15,mi
15,opinión
15,bbva
15,él
15,caracterizar
15,por
15,tener
15,uno
15,elevado
15,solvencia
15,y
15,rentabilidad
15,además
15,en
15,caso
15,de
15,pérdida
15,o
15,robo
15,de
15,tarjeta
15,solo
15,necesitar
15,5
15,segundo
15,para
15,cancelar él
15,y
15,uno
15,semana
15,para
15,que
15,tú
15,llegar
15,uno
15,nuevo
15,y
15,en
15,cuanto
15,a
15,el
15,opinión
15,de
15,el
15,imagen
15,de
15,marca
15,de
15,bbva
15,yo
15,percibir
15,que
15,el
15,imagen
15,de
15,marca
15,de
15,bbva
15,ser
15,moderno
15,sólido
15,y
15,global
15,su
15,color
15,azul
15,yo
15,transmitir
15,ese
15,calma
15,y
15,confianza
15,y
15,además
15,yo
15,creer
15,que
15,él
15,que
15,más
15,destacar
15,bbva
15,ser
15,su
15,énfasis
15,en
15,el
15,innovación
15,tecnológico
15,y
15,en
15,el
15,ayuda
15,a
15,el
15,persona
15,para
15,tomar
15,mejor
15,decisión
15,financiero
16,bueno
16,el
16,banco
16,bbva
16,ser
16,por
16,así
16,decir él
16,uno
16,de
16,el
16,grande
16,banco
16,de
16,españa
16,de
16,el
16,más
16,conocido
16,y
16,él
16,que
16,diferenciar
16,a
16,otro
16,compañía
16,él
16,desconocer
16,porque
16,yo
16,ser
16,del
16,banco
16,santander
16,y
16,en
16,cuanto
16,a
16,el
16,imagen
16,de
16,el
16,marca
16,bbva
16,pues
16,yo
16,acordar
16,que
16,hacer
16,uno
16,año
16,patrocinar
16,el
16,liga
16,y
16,a
16,partir
16,de
16,ahí
16,él
16,hacer
16,bastante
16,popular
16,bueno
16,en
16,mi
16,caso
16,yo
16,conocer
16,ese
16,banco
17,el
17,caixa
17,ser
17,el
17,banco
17,en
17,el
17,que
17,estar
17,actualmente
17,y
17,el
17,verdad
17,ser
17,que
17,no
17,yo
17,inspirar
17,desconfianza
17,tampoco
17,porque
17,al
17,menos
17,el
17,experiencia
17,que
17,yo
17,haber
17,tener
17,de
17,trato
17,ser
17,bastante
17,cercano
17,sí
17,que
17,ser
17,verdad
17,que
17,yo
17,al
17,tener
17,uno
17,cuenta
17,joven
17,pues
17,no
17,yo
17,cobrar
17,comisión
17,y
17,pues
17,poder
17,disfrutar
17,de
17,uno
17,cierto
17,ventaja
17,con
17,respecto
17,a
17,otro
17,cliente
17,y
17,creer
17,que
17,también
17,ese
17,ser
17,algo
17,que
17,él
17,diferenciar
17,a
17,otro
17,entidad
17,bancario
17,porque
17,al
17,final
17,no
17,todo
17,tener
17,ese
17,tipo
17,de
17,política
17,con
17,respecto
17,a
17,su
17,cliente
17,entonces
17,yo
17,creer
17,que
17,ese
17,ser
17,algo
17,positivo
17,y
17,el
17,imagen
17,que
17,dar
17,ser
17,como
17,de
17,uno
17,banco
17,sostenible
17,que
17,intentar
17,ser
17,como
17,él
17,más
17,cercano
17,al
17,cliente
17,y
17,beneficiar él
17,que
17,tener
17,como
17,uno
17,política
17,de
17,préstamo
17,también
17,como
17,para
17,animar tú
17,a
17,que
17,tú
17,uno
17,pero
17,al
17,final
17,yo
17,creer
17,que
17,ese
17,ser
17,algo
17,espiritual
17,ser
17,uno
17,publicidad
17,que
17,hacer
17,todo
17,el
17,banco
17,como
17,para
17,que
17,deposites 
17,ahí
17,tu
17,dinero
17,entonces
17,no
17,yo
17,inspirar
17,desconfianza
17,pero
17,tampoco
17,creer
17,que
17,haber
17,que
17,fiar él
17,completamente
18,vale
18,pues
18,el
18,bbva
18,como
18,banco
18,yo
18,hacer
18,sentir
18,que
18,ser
18,uno
18,banco
18,confiable
18,porque
18,ser
18,uno
18,de
18,el
18,más
18,grande
18,banco
18,al
18,menos
18,que
18,usar
18,en
18,españa
18,y
18,al
18,final
18,que
18,ser
18,tanto
18,grande
18,dar
18,como
18,mucho
18,estabilidad
18,y
18,confianza
18,en
18,el
18,sentido
18,de
18,que
18,probablemente
18,no
18,ir
18,a
18,quebrar
18,entonces
18,pues
18,confiar
18,en
18,dejar
18,el
18,dinero
18,ahí
18,luego
18,pues
18,en
18,qué
18,él
18,diferenciar
18,con
18,otro
18,pues
18,sobre
18,todo
18,en
18,ese
18,en
18,que
18,ser
18,grande
18,en
18,que
18,ese
18,hacer
18,sentir
18,confiable
18,y
18,que
18,no
18,él
18,saber
18,yo
18,creer
18,que
18,ese
18,sobre
18,todo
18,y
18,luego
18,con
18,respecto
18,a
18,el
18,imagen
18,de
18,marca
18,pues
18,no
18,él
18,tener
18,mucho
18,localizado
18,no
18,ser
18,uno
18,banco
18,que
18,soler
18,hacer
18,mucho
18,anuncio
18,al
18,menos
18,que
18,yo
18,haber
18,ver
18,ni
18,mucho
18,propaganda
18,entonces
18,bueno
18,sí
18,ser
18,verdad
18,que
18,tener
18,uno
18,logo
18,mucho
18,característico
18,y
18,que
18,todo
18,el
18,mundo
18,tener
18,en
18,mente
18,y
18,el
18,color
18,también
18,de
18,el
18,marca
18,pero
18,más
18,allá
18,de
18,ese
18,saber
18,que
18,estar
18,saber
18,que
18,estar
18,pero
18,tampoco
18,él
18,hacer
18,mucho
18,de
18,notar
19,banco
19,asignado
19,skysha
19,bank
19,casualmente
19,ser
19,mi
19,banco
19,con
19,él
19,cual
19,yo
19,hacer
19,sentir
19,seguridad
19,y
19,confianza
19,porque
19,ser
19,el
19,banco
19,donde
19,llevar
19,todo
19,el
19,vida
19,entonces
19,pues
19,conocer
19,bien
19,a
19,mi
19,gestor
19,yo
19,gustar
19,el
19,aplicación
19,yo
19,parecer
19,que
19,el
19,aplicación
19,ser
19,mucho
19,intuitivo
19,ser
19,mucho
19,fácil
19,utilizar él
19,no
19,creer
19,que
19,ser
19,el
19,banco
19,que
19,yo
19,dar
19,más
19,beneficio
19,yo
19,parecer
19,que
19,tener
19,creer
19,mejor
19,plan
19,de
19,cuenta
19,remunerada
19,y
19,demá
19,pero
19,bueno
19,como
19,llevar
19,tanto
19,año
19,yo
19,estar
19,mucho
19,cómodo
19,en
19,ese
19,banco
19,creer
19,que
19,él
19,diferenciar
19,de
19,otro
19,en
19,que
19,pues
19,no
19,saber
19,tener
19,como
19,uno
19,imagen
19,mucho
19,consolidado
19,estar
19,mucho
19,acostumbrado
19,a
19,ver
19,el
19,caixa
19,en
19,todo
19,parte
19,tener
19,mucho
19,cajero
19,dar
19,el
19,sensación
19,de
19,que
19,ir
19,a
19,poder
19,sacar
19,dinero
19,de
19,el
19,caixa
19,en
19,cualquiera
19,parte
19,y
19,ya
20,yo
20,no
20,tener
20,uno
20,cuenta
20,bancario
20,como
20,bbva
20,y
20,tampoco
20,haber
20,pensar
20,tener él
20,ya
20,que
20,haber
20,escuchar
20,a
20,otro
20,persona
20,decir
20,que
20,tratar
20,diferente
20,a
20,persona
20,según
20,su
20,nacionalidad
21,el
21,cuenta
21,de
21,caixabank
21,yo
21,hacer
21,sentir
21,estar
21,cómodo
21,porque
21,tener
21,cajero
21,mucho
21,cajero
21,distribuido
21,por
21,todo
21,el
21,ciudad
21,de
21,barcelona
21,y
21,creer
21,que
21,ser
21,el
21,más
21,común
21,de
21,aquí
21,por
21,tanto
21,poder
21,hacer
21,gestión
21,desde
21,cualquiera
21,parte
21,de
21,el
21,ciudad
21,por
21,otro
21,lado
21,no
21,saber
21,en
21,concreto
21,en
21,qué
21,él
21,diferenciar
21,de
21,otro
21,compañía
21,pero
21,yo
21,creer
21,que
21,el
21,cuenta
21,de
21,imagine
21,que
21,tener
21,ser
21,bastante
21,común
21,y
21,útil
21,para
21,estudiante
21,que
21,no
21,tener
21,ingreso
21,como
21,tal
21,por
21,él
21,que
21,él
21,yo
21,hacer
21,difícil
21,de
21,crear
21,uno
21,cuenta
21,bancario
21,y
21,otro
21,parte
21,que
21,tampoco
21,pedir
21,coste
21,adicional
21,para
21,mantener
21,el
21,cuenta
21,finalmente
21,yo
21,creer
21,que
21,el
21,imagen
21,de
21,caixabank
21,ser
21,bastante
21,buen
21,y
21,prestigioso
21,decir
21,porque
21,ya
21,que
21,ser
21,catalán
21,el
21,empresa
21,ser
21,bastante
21,común
21,y
21,el
21,gente
21,él
21,utilizar
21,mucho
23,el
23,banco
23,que
23,él
23,yo
23,haber
23,asignar
23,ser
23,bbva
23,yo
23,el
23,verdad
23,que
23,no
23,saber
23,mucho
23,sobre
23,banco
23,entonces
23,qué
23,yo
23,hacer
23,sentir
23,pues
23,el
23,verdad
23,que
23,no
23,tener
23,ninguno
23,sentimiento
23,fuertemente
23,asociado
23,a
23,bbva
23,en
23,general
23,decir
23,que
23,no
23,tener
23,uno
23,imagen
23,super
23,positivo
23,de
23,el
23,banca
23,luego
23,en
23,qué
23,sentir
23,que
23,él
23,diferenciar
23,de
23,otro
23,de
23,nuevo
23,no
23,él
23,saber
23,porque
23,tener
23,mucho
23,poco
23,conocimiento
23,sobre
23,el
23,distinto
23,banco
23,más
23,allá
23,del
23,mío
23,y
23,sobre
23,su
23,imagen
23,de
23,marca
23,pues
23,de
23,nuevo
23,no
23,tener
23,mucho
23,idea
23,él
23,último
23,que
23,haber
23,escuchar
23,sobre
23,el
23,bbva
23,ser
23,este
23,tercero
23,y
23,ser
23,él
23,único
23,que
23,conocer
23,así
23,uno
23,poco
23,sobre
23,él
24,bueno
24,yo
24,parecer
24,buen
24,marca
24,bueno
24,no
24,conocer
24,mucho
24,más
24,banco
24,que
24,aparte
24,de
24,bbva
24,y
24,también
24,el
24,caixa
24,pero
24,creer
24,que
24,a
24,diferencia
24,de
24,otro
24,pues
24,proporcionar
24,bastante
24,servicio
24,bueno
24,su
24,servicio
24,ser
24,bastante
24,completo
24,y
24,estar
24,bastante
24,satisfecho
24,bueno
24,y
24,al
24,final
24,pues
24,el
24,imagen
24,de
24,el
24,marca
24,pues
24,bueno
24,yo
24,parecer
24,bien
25,caixabank
25,yo
25,dar
25,el
25,sensación
25,de
25,ser
25,uno
25,banco
25,mucho
25,antiguo
25,con
25,mucho
25,historia
25,y
25,ese
25,poder
25,parecer
25,que
25,no
25,ser
25,tanto
25,innovador
25,que
25,otro
25,banco
25,más
25,moderno
25,aspecto
25,al
25,haber él
25,fusionar
25,con
25,bankia
25,poder
25,ser
25,que
25,estar
25,más
25,extendido
25,que
25,otro
25,banco
25,pero
25,su
25,trato
25,creer
25,que
25,haber
25,empeorar
25,y
25,acerca
25,de
25,su
25,logotipo
25,y
25,marca
25,yo
25,gustar
25,mucho
25,su
25,imagen
25,uno
25,símbolo
25,de
25,estrella
25,gigante
25,que
25,parecer
25,proteger
25,a
25,dos
25,esfera
25,mucho
25,pequeño
25,dar
25,el
25,impresión
25,de
25,seguridad
25,y
25,cuidado
26,para
26,responder
26,el
26,primero
26,pregunta
26,de
26,qué
26,yo
26,hacer
26,sentir
26,bbva
26,ser
26,que
26,el
26,verdad
26,no
26,estar
26,con
26,bbva
26,pues
26,no
26,conocer
26,mucho
26,este
26,marca
26,de
26,banco
26,pero
26,él
26,que
26,yo
26,hacer
26,sentir
26,ser
26,como
26,uno
26,banco
26,bastante
26,conocido
26,en
26,españa
26,bastante
26,popular
26,haber
26,uno
26,montón
26,de
26,local
26,de
26,banco
26,de
26,bbva
26,y
26,el
26,siguiente
26,pregunta
26,de
26,qué
26,hacer
26,diferencia
26,con
26,otro
26,banco
26,pues
26,creer
26,que
26,con
26,el
26,reforma
26,que
26,tener
26,el
26,imagen
26,de
26,el
26,marca
26,creer
26,que
26,querer
26,transmitir
26,uno
26,sensación
26,de
26,confianza
26,de
26,serio
26,ser
26,como
26,uno
26,banco
26,más
26,serio
26,que
26,tú
26,dar
26,confianza
26,responsabilidad
26,así
26,también
26,ser
26,como
26,más
26,moderno
26,con
26,el
26,digitalización
26,de
26,el
26,app
26,todo
26,ese
26,cosa
26,y
26,el
26,imagen
26,de
26,el
26,marca
26,bueno
26,ser
26,él
26,que
26,haber
26,decir
26,antes
26,pues
26,ser
26,como
26,uno
26,banco
26,más
26,serio
26,más
26,más
26,estar
26,por
26,el
26,cosa
26,que
26,hacer
26,que
26,transmitir
26,confianza
26,y
26,ya
26,estar
27,el
27,caixa
27,ser
27,uno
27,banco
27,que
27,siempre
27,haber
27,estar
27,alrededor
27,mío
27,cerca
27,de
27,donde
27,vivir
27,en
27,barcelona
27,haber
27,mucho
27,el
27,caixas
27,y
27,estar
27,por
27,todo
27,parte
27,actualmente
27,no
27,ser
27,cliente
27,de
27,el
27,caixa
27,así
27,que
27,no
27,poder
27,opinar
27,mucho
27,sobre
27,él
27,que
